Temperatur;Heat high [MWh/m2];Heat Medium (bu6);Heat Low;Base demand;Wind Onshore;Wind Offshore;PV;WW
0.1;5.22617E-05;1.36821E-05;0;40045.24204;0.2064;0.4182;0;0.00000027
0;5.27248E-05;1.43255E-05;0;39536.24204;0.2054;0.3796;0;0.00000027
0;5.30195E-05;1.48307E-05;0;40186.24204;0.2142;0.3258;0;0.00000027
0.1;5.31334E-05;1.51977E-05;0;41303.24204;0.227;0.2998;0;0.00000027
0.1;9.20897E-05;4.44858E-05;1.33399E-05;44188.24204;0.2412;0.2795;0;0.00000027
0.1;8.43683E-05;3.83099E-05;8.98431E-06;59051.71331;0.2504;0.3515;0;0.00000227
0.1;8.17895E-05;3.59205E-05;7.98177E-06;65487.42661;0.252;0.3873;0;0.00000454
0.3;8.47814E-05;3.92944E-05;9.34267E-06;68140.71331;0.2563;0.387;0.0034;0.00000227
0.2;8.41843E-05;3.90393E-05;9.00523E-06;68268.94844;0.2623;0.4109;0.0202;0.00000135
0.5;8.30889E-05;3.83823E-05;8.66974E-06;68552.94844;0.274;0.4552;0.045;0.00000135
0.5;8.11445E-05;3.67546E-05;7.34342E-06;68969.66175;0.2813;0.4332;0.065;0.00000362
0.5;7.97883E-05;3.53718E-05;6.78452E-06;68671.42661;0.296;0.333;0.0805;0.00000454
0.4;8.14733E-05;3.71278E-05;7.86177E-06;68642.71331;0.302;0.3516;0.0804;0.00000227
0.6;8.11659E-05;3.69642E-05;8.0284E-06;67802.94844;0.2962;0.3872;0.0622;0.00000135
0.7;8.07441E-05;3.66125E-05;7.93246E-06;67053.94844;0.2887;0.3032;0.028;0.00000135
0.8;7.64829E-05;3.24719E-05;6.1672E-06;67177.66175;0.2942;0.2874;0.003;0.00000362
0.6;7.49419E-05;3.09064E-05;5.50111E-06;70012.80905;0.3104;0.2552;0;0.000005
0.6;7.46834E-05;3.07153E-05;5.40054E-06;69807.04418;0.3189;0.2507;0;0.00000408
0.6;7.44415E-05;3.0535E-05;5.30625E-06;68080.66175;0.3359;0.2228;0;0.00000362
0.5;7.78952E-05;3.3984E-05;6.58932E-06;64205.94844;0.3555;0.2295;0;0.00000135
0.4;7.69423E-05;3.30114E-05;6.08414E-06;60491.94844;0.3587;0.2456;0;0.00000135
0.4;3.80461E-05;4.00051E-06;0;49869.32911;0.3612;0.2057;0;0.00000135
0.3;4.69325E-05;1.14772E-05;0;45506.17035;0.3619;0.2247;0;0.00000027
0.3;4.25432E-05;8.39226E-06;0;42274.17035;0.3624;0.281;0;0.00000027
0.3;4.78838E-05;1.24048E-05;0;40558.17035;0.3596;0.4024;0;0.00000027
0.2;4.86721E-05;1.31231E-05;0;39619.17035;0.3594;0.5346;0;0.00000027
0.2;4.92615E-05;1.36969E-05;0;40035.17035;0.3668;0.6642;0;0.00000027
0;5.01323E-05;1.44359E-05;0;41574.17035;0.3674;0.7402;0;0.00000027
0.1;8.92074E-05;4.36891E-05;1.31913E-05;44537.17035;0.3816;0.779;0;0.00000027
-0.1;8.20536E-05;3.77773E-05;8.89212E-06;59749.71331;0.4093;0.727;0;0.00000227
-0.2;7.98903E-05;3.55548E-05;7.92911E-06;66513.42661;0.4213;0.6115;0;0.00000454
-0.5;8.37546E-05;3.93466E-05;9.36241E-06;69126.71331;0.4121;0.4116;0.003;0.00000227
-0.6;8.32557E-05;3.91367E-05;8.96736E-06;68188.94844;0.401;0.2298;0.0164;0.00000135
-0.3;8.19784E-05;3.85253E-05;8.42423E-06;68375.94844;0.3936;0.1298;0.0397;0.00000135
0;7.95603E-05;3.67746E-05;6.91871E-06;69149.66175;0.3796;0.0749;0.0578;0.00000362
0.4;7.77637E-05;3.51555E-05;6.28539E-06;68489.42661;0.37;0.0617;0.0661;0.00000454
0.4;7.97922E-05;3.683E-05;7.57997E-06;67759.71331;0.353;0.053;0.0608;0.00000227
0.7;7.91815E-05;3.65817E-05;7.5811E-06;66809.94844;0.3347;0.0702;0.0455;0.00000135
0.4;7.98742E-05;3.66822E-05;7.79259E-06;67007.94844;0.3162;0.1077;0.0198;0.00000135
0.2;7.63376E-05;3.28879E-05;6.14177E-06;67724.66175;0.3071;0.1217;0.0022;0.00000362
0.1;7.48292E-05;3.12624E-05;5.46571E-06;69904.80905;0.2784;0.2138;0;0.000005
0;7.49139E-05;3.12248E-05;5.40236E-06;69842.04418;0.236;0.3669;0;0.00000408
-0.2;7.49889E-05;3.11344E-05;5.31147E-06;67995.66175;0.2135;0.3475;0;0.00000362
-0.4;7.87474E-05;3.47279E-05;6.62917E-06;64025.94844;0.1993;0.313;0;0.00000135
-0.5;7.79219E-05;3.37821E-05;6.13156E-06;60484.94844;0.188;0.2416;0;0.00000135
-0.6;3.93216E-05;4.90688E-06;0;48957.63667;0.1911;0.2529;0;0.00000135
-0.8;4.85045E-05;1.25252E-05;0;44815.47792;0.2008;0.2891;0;0.00000027
-1.4;4.55349E-05;1.03765E-05;0;41340.47792;0.2184;0.263;0;0.00000027
-2.3;5.29028E-05;1.56306E-05;0;39325.47792;0.2172;0.186;0;0.00000027
-3.1;5.52903E-05;1.71931E-05;0;38772.47792;0.2127;0.1254;0;0.00000027
-3.7;5.7357E-05;1.85119E-05;0;39557.47792;0.2082;0.1327;0;0.00000027
-4.1;5.90844E-05;1.95917E-05;0;40527.47792;0.1931;0.1078;0;0.00000027
-4.3;9.9172E-05;4.92799E-05;1.45351E-05;42862.47792;0.1924;0.143;0;0.00000027
-4.7;9.28321E-05;4.36903E-05;1.03013E-05;59007.71331;0.2029;0.2023;0;0.00000227
-5.2;9.17947E-05;4.19987E-05;9.44012E-06;65655.42661;0.2162;0.2589;0;0.00000454
-5.3;9.5536E-05;4.5703E-05;1.06847E-05;68212.71331;0.2255;0.3072;0.0121;0.00000227
-4.6;9.36634E-05;4.47111E-05;9.86896E-06;67544.94844;0.2244;0.3982;0.0764;0.00000135
-3.5;8.86972E-05;4.29441E-05;7.75907E-06;68004.94844;0.2153;0.4643;0.1584;0.00000135
-2.6;8.52636E-05;4.06946E-05;6.13022E-06;68559.66175;0.2121;0.5392;0.2264;0.00000362
-0.3;7.93817E-05;3.71059E-05;4.55664E-06;68478.42661;0.211;0.5603;0.2517;0.00000454
-1.1;8.1976E-05;3.94538E-05;5.81971E-06;68407.71331;0.2015;0.6059;0.2191;0.00000227
-1.9;8.47144E-05;4.01697E-05;7.14785E-06;68024.94844;0.193;0.5908;0.1447;0.00000135
-2.2;8.60371E-05;4.04548E-05;7.59414E-06;66732.94844;0.1863;0.5833;0.049;0.00000135
-3.1;8.41198E-05;3.74306E-05;6.3352E-06;66453.66175;0.1952;0.5186;0.003;0.00000362
-3.3;8.30789E-05;3.59857E-05;5.71098E-06;69226.80905;0.2161;0.4546;0;0.000005
-3.3;8.32791E-05;3.59051E-05;5.6503E-06;69416.04418;0.2376;0.4012;0;0.00000408
-3.7;8.41156E-05;3.62426E-05;5.68364E-06;68198.66175;0.237;0.2726;0;0.00000362
-4.2;8.86708E-05;4.02214E-05;7.09704E-06;64459.94844;0.2334;0.2761;0;0.00000135
-4.6;8.86463E-05;3.9656E-05;6.69301E-06;61184.94844;0.2317;0.2653;0;0.00000135
-4.7;5.03699E-05;1.08671E-05;0;49293.59028;0.2225;0.2392;0;0.00000135
-5.1;6.01862E-05;1.87686E-05;0;45015.43153;0.2192;0.2248;0;0.00000027
-4.9;5.59232E-05;1.56182E-05;0;42134.43153;0.2167;0.2306;0;0.00000027
-5;6.18037E-05;1.97997E-05;0;40097.43153;0.216;0.2622;0;0.00000027
-5;6.27883E-05;2.0506E-05;0;39097.43153;0.2126;0.2774;0;0.00000027
-6;6.53257E-05;2.21903E-05;0;39532.43153;0.2039;0.3363;0;0.00000027
-6.3;6.67744E-05;2.31333E-05;0;40809.43153;0.2006;0.407;0;0.00000027
-6.4;0.000106559;5.27041E-05;1.46936E-05;43766.43153;0.1957;0.455;0;0.00000027
-6.6;9.98013E-05;4.6894E-05;1.04224E-05;60064.71331;0.1945;0.5394;0;0.00000227
-6.7;9.79934E-05;4.47576E-05;9.47344E-06;66548.42661;0.189;0.5657;0;0.00000454
-6.5;0.000101082;4.81119E-05;1.06463E-05;69319.71331;0.1808;0.5805;0.0034;0.00000227
-5.7;9.90689E-05;4.70355E-05;9.90283E-06;69464.94844;0.1692;0.4875;0.0171;0.00000135
-4.5;9.13186E-05;4.54153E-05;6.22336E-06;70001.94844;0.1607;0.379;0.0313;0.00000135
-2.7;8.61944E-05;4.18296E-05;4.50254E-06;70651.66175;0.1451;0.3092;0.043;0.00000362
-0.9;8.15011E-05;3.86153E-05;3.47981E-06;69844.42661;0.1347;0.2331;0.0461;0.00000454
-1.5;8.35005E-05;4.07239E-05;4.6539E-06;69049.71331;0.1248;0.1919;0.0419;0.00000227
-1.6;8.36911E-05;4.07692E-05;5.06896E-06;68065.94844;0.1125;0.164;0.027;0.00000135
-2;8.66307E-05;4.09058E-05;6.45659E-06;66824.94844;0.103;0.1261;0.0115;0.00000135
-2.9;8.45631E-05;3.78292E-05;5.38657E-06;66799.66175;0.0949;0.1026;0.0013;0.00000362
-3.3;8.37182E-05;3.65495E-05;4.81644E-06;68685.80905;0.0899;0.0746;0;0.000005
-3.7;8.44731E-05;3.6848E-05;4.85457E-06;68194.04418;0.0893;0.046;0;0.00000408
-4.4;8.57599E-05;3.74722E-05;4.96679E-06;66205.66175;0.0841;0.0223;0;0.00000362
-4.8;9.01577E-05;4.13393E-05;6.37469E-06;62035.94844;0.0737;0.0147;0;0.00000135
-5.1;8.99749E-05;4.06693E-05;5.96772E-06;58697.94844;0.0699;0.0192;0;0.00000135
-5.6;5.23408E-05;1.22794E-05;0;47292.81564;0.0616;0.0283;0;0.00000135
-6.1;6.23568E-05;2.02845E-05;0;43614.65689;0.0544;0.0268;0;0.00000027
-6.6;5.92872E-05;1.78858E-05;0;40257.65689;0.0501;0.0393;0;0.00000027
-6.6;6.51394E-05;2.19653E-05;0;37960.65689;0.0458;0.0649;0;0.00000027
-6.9;6.67168E-05;2.29954E-05;0;36900.65689;0.0423;0.0814;0;0.00000027
-6.7;6.74373E-05;2.3471E-05;0;36333.65689;0.0453;0.0966;0;0.00000027
-7.3;6.93613E-05;2.47201E-05;0;36069.65689;0.0539;0.0682;0;0.00000027
-7.6;0.000109475;5.44785E-05;1.41265E-05;35494.65689;0.061;0.0293;0;0.00000027
-7.6;0.000102432;4.8466E-05;9.82952E-06;45285.71331;0.0637;0.046;0;0.00000227
-7.8;0.000100809;4.64386E-05;8.93086E-06;47823.42661;0.071;0.1045;0;0.00000454
-7.7;0.000104089;4.98993E-05;1.01512E-05;51580.71331;0.082;0.2271;0.0025;0.00000227
-6.5;0.000101442;4.84042E-05;9.33225E-06;54937.94844;0.0889;0.3275;0.0138;0.00000135
-5.2;9.35539E-05;4.66733E-05;5.68008E-06;56703.94844;0.097;0.3456;0.0284;0.00000135
-3.2;8.82354E-05;4.28872E-05;4.01568E-06;57198.66175;0.112;0.4059;0.0408;0.00000362
-0.6;8.22924E-05;3.88364E-05;2.88098E-06;57141.42661;0.132;0.3177;0.0457;0.00000454
-2;8.73471E-05;4.1228E-05;5.50173E-06;55747.71331;0.1522;0.258;0.0428;0.00000227
-1.9;8.8022E-05;4.10826E-05;6.36069E-06;54380.94844;0.1622;0.3236;0.0324;0.00000135
-1.8;8.77092E-05;4.0708E-05;6.42774E-06;54023.94844;0.1604;0.4142;0.0158;0.00000135
-2;8.39615E-05;3.68412E-05;4.82423E-06;54610.66175;0.1552;0.4301;0.0024;0.00000362
-2;8.20779E-05;3.50541E-05;4.15536E-06;57878.80905;0.159;0.4306;0;0.000005
-2;8.17797E-05;3.48407E-05;4.09334E-06;58800.04418;0.1558;0.5016;0;0.00000408
-1.8;8.11871E-05;3.44377E-05;3.99582E-06;56999.66175;0.1519;0.6042;0;0.00000362
-1.7;8.42689E-05;3.7658E-05;5.27308E-06;53673.94844;0.154;0.614;0;0.00000135
-1.5;8.27561E-05;3.63418E-05;4.73616E-06;51355.94844;0.1528;0.6692;0;0.00000135
-1.4;4.36111E-05;7.20862E-06;0;43077.2806;0.1549;0.7217;0;0.00000135
-1.3;5.22639E-05;1.46065E-05;0;40656.12184;0.154;0.776;0;0.00000027
-1.1;4.73157E-05;1.11564E-05;0;38122.12184;0.1534;0.7705;0;0.00000027
-0.8;5.20555E-05;1.48571E-05;0;36259.12184;0.1537;0.7345;0;0.00000027
-0.6;5.22138E-05;1.51671E-05;0;35293.12184;0.1486;0.7157;0;0.00000027
-0.5;5.24774E-05;1.55867E-05;0;34604.12184;0.1509;0.6295;0;0.00000027
-0.4;5.27014E-05;1.59705E-05;0;34465.12184;0.1461;0.5987;0;0.00000027
-0.6;9.20756E-05;4.54804E-05;1.13377E-05;33737.12184;0.1403;0.5706;0;0.00000027
-0.6;8.44754E-05;3.93206E-05;7.11311E-06;40122.71331;0.1377;0.5597;0;0.00000227
-0.7;8.21784E-05;3.70535E-05;6.20571E-06;41561.42661;0.1282;0.4927;0;0.00000454
-1.2;8.59037E-05;4.10028E-05;7.53919E-06;44709.71331;0.1112;0.3556;0.0025;0.00000227
-0.8;8.40611E-05;4.06784E-05;6.7041E-06;48146.94844;0.0989;0.2159;0.0125;0.00000135
-0.3;8.06603E-05;3.98179E-05;5.18104E-06;50915.94844;0.0888;0.1261;0.025;0.00000135
1;7.54634E-05;3.66923E-05;3.03931E-06;53294.66175;0.0782;0.0414;0.0388;0.00000362
2.4;7.07737E-05;3.38198E-05;1.75551E-06;53154.42661;0.0678;0.0288;0.0495;0.00000454
1.7;7.48503E-05;3.60524E-05;4.09293E-06;51065.71331;0.0605;0.0728;0.0455;0.00000227
1.3;7.59523E-05;3.64586E-05;4.75829E-06;49597.94844;0.0549;0.084;0.0322;0.00000135
1;7.66996E-05;3.65976E-05;5.10968E-06;49208.94844;0.0485;0.0958;0.0152;0.00000135
-0.2;7.54063E-05;3.39237E-05;4.00309E-06;50043.66175;0.0445;0.1491;0.0024;0.00000362
-1;7.53153E-05;3.30959E-05;3.55942E-06;54514.80905;0.0403;0.1289;0;0.000005
-1;7.555E-05;3.30132E-05;3.5422E-06;56536.04418;0.0383;0.1197;0;0.00000408
-1.5;7.6565E-05;3.34369E-05;3.63402E-06;55449.66175;0.0356;0.1219;0;0.00000362
-1.5;8.03239E-05;3.6882E-05;4.97179E-06;52887.94844;0.036;0.0796;0;0.00000135
-2;8.03981E-05;3.63726E-05;4.61468E-06;51612.94844;0.0434;0.065;0;0.00000135
-2;4.19062E-05;7.42282E-06;0;44451.17299;0.0519;0.0676;0;0.00000135
-2.2;5.13698E-05;1.51155E-05;0;41997.01424;0.0568;0.0699;0;0.00000027
-2.1;4.69472E-05;1.18122E-05;0;40210.01424;0.0576;0.0949;0;0.00000027
-1.8;5.19216E-05;1.54207E-05;0;38885.01424;0.058;0.1233;0;0.00000027
-1.7;5.23694E-05;1.58025E-05;0;38290.01424;0.0551;0.0999;0;0.00000027
-1.5;5.28951E-05;1.63424E-05;0;38413.01424;0.0571;0.1183;0;0.00000027
-1.5;5.35379E-05;1.68913E-05;0;39856.01424;0.0531;0.1032;0;0.00000027
-1.4;9.26759E-05;4.61567E-05;1.14071E-05;43342.01424;0.0468;0.0976;0;0.00000027
-1.6;8.55876E-05;4.02534E-05;7.20815E-06;59754.71331;0.0452;0.102;0;0.00000227
-1.5;8.31601E-05;3.78314E-05;6.27329E-06;66256.42661;0.0494;0.143;0;0.00000454
-1.1;8.57212E-05;4.10253E-05;7.46637E-06;68897.71331;0.056;0.1635;0.0033;0.00000227
-0.3;8.29999E-05;3.98497E-05;6.52183E-06;69072.94844;0.0582;0.2185;0.0222;0.00000135
0.9;7.96452E-05;3.82395E-05;5.59933E-06;69821.94844;0.0514;0.3066;0.0504;0.00000135
2;7.55786E-05;3.52848E-05;4.03025E-06;70012.66175;0.0376;0.3598;0.0794;0.00000362
2.7;7.25147E-05;3.323E-05;3.16694E-06;69049.42661;0.032;0.4874;0.1008;0.00000454
2.2;7.54479E-05;3.51501E-05;4.96601E-06;68779.71331;0.0346;0.5728;0.1059;0.00000227
1.1;7.7372E-05;3.62751E-05;5.62899E-06;67901.94844;0.0327;0.651;0.086;0.00000135
0.6;7.82523E-05;3.67023E-05;5.83345E-06;67634.94844;0.0353;0.6252;0.0437;0.00000135
0.4;7.46957E-05;3.28965E-05;4.2164E-06;67437.66175;0.0456;0.5431;0.0055;0.00000362
0.5;7.28664E-05;3.10536E-05;3.54321E-06;70927.80905;0.0612;0.503;0;0.000005
0.5;7.27615E-05;3.08891E-05;3.49934E-06;71589.04418;0.0754;0.4666;0;0.00000408
0.7;7.23386E-05;3.05288E-05;3.4166E-06;70617.66175;0.0865;0.5037;0;0.00000362
0.7;7.57443E-05;3.38983E-05;4.73116E-06;66840.94844;0.0906;0.5299;0;0.00000135
0.7;7.47074E-05;3.28259E-05;4.24932E-06;63475.94844;0.0914;0.5853;0;0.00000135
0.7;3.5874E-05;3.82875E-06;0;53909.16687;0.0963;0.5883;0;0.00000135
0.7;4.44972E-05;1.10647E-05;0;50398.00812;0.1024;0.5915;0;0.00000027
0.7;4.0301E-05;8.13098E-06;0;47489.00812;0.1097;0.6297;0;0.00000027
0.6;4.58635E-05;1.22503E-05;0;45655.00812;0.108;0.6796;0;0.00000027
0.4;4.68778E-05;1.30786E-05;0;44594.00812;0.1058;0.6957;0;0.00000027
0;4.84958E-05;1.43439E-05;0;44153.00812;0.1056;0.733;0;0.00000027
0.1;4.89718E-05;1.4723E-05;0;45128.00812;0.1098;0.74;0;0.00000027
-0.1;8.8431E-05;4.40792E-05;1.12049E-05;48339.00812;0.1172;0.785;0;0.00000027
0.1;8.10048E-05;3.80356E-05;7.05766E-06;62512.71331;0.1311;0.7679;0;0.00000227
0;7.89417E-05;3.5831E-05;6.16741E-06;68955.42661;0.1457;0.7065;0;0.00000454
0.4;8.13249E-05;3.86443E-05;7.34671E-06;70614.71331;0.1603;0.5982;0.0052;0.00000227
1.1;7.91238E-05;3.77374E-05;6.59943E-06;70692.94844;0.157;0.4118;0.0332;0.00000135
1.7;7.79025E-05;3.68849E-05;6.4189E-06;71081.94844;0.1508;0.3268;0.0692;0.00000135
2.2;7.52904E-05;3.4529E-05;5.16743E-06;71610.66175;0.1346;0.2591;0.0991;0.00000362
2.3;7.33529E-05;3.30254E-05;4.42431E-06;70584.42661;0.1197;0.2586;0.113;0.00000454
2.5;7.46946E-05;3.44409E-05;5.61296E-06;69853.71331;0.1145;0.3088;0.1006;0.00000227
2.6;7.44097E-05;3.43436E-05;5.81781E-06;69575.94844;0.1128;0.4306;0.0732;0.00000135
2.8;7.37452E-05;3.38716E-05;5.73506E-06;68962.94844;0.1107;0.4059;0.0342;0.00000135
3;6.93877E-05;2.95955E-05;4.06766E-06;68479.66175;0.1173;0.4706;0.0045;0.00000362
2.7;6.84815E-05;2.85899E-05;3.62317E-06;71316.80905;0.1327;0.4344;0;0.000005
2.6;6.81124E-05;2.81898E-05;3.47893E-06;71703.04418;0.1512;0.4103;0;0.00000408
2.4;6.86173E-05;2.85797E-05;3.59185E-06;70176.66175;0.1582;0.4437;0;0.00000362
2.4;7.20339E-05;3.19394E-05;4.8922E-06;66455.94844;0.1544;0.4306;0;0.00000135
2.5;7.09048E-05;3.08134E-05;4.39471E-06;63280.94844;0.1573;0.3515;0;0.00000135
2.6;3.18622E-05;1.67772E-06;0;54506.84979;0.1568;0.3023;0;0.00000135
2.5;4.08316E-05;9.18431E-06;0;50675.69103;0.1462;0.353;0;0.00000027
2.7;3.57912E-05;5.56342E-06;0;47475.69103;0.1425;0.2928;0;0.00000027
3.5;3.97599E-05;8.71771E-06;0;45202.69103;0.1406;0.3115;0;0.00000027
2.7;4.1516E-05;1.01082E-05;0;43966.69103;0.1342;0.2856;0;0.00000027
2.3;4.31141E-05;1.14479E-05;0;43893.69103;0.1387;0.259;0;0.00000027
2.9;4.23787E-05;1.10079E-05;0;44998.69103;0.1384;0.2895;0;0.00000027
2.8;8.16994E-05;4.04431E-05;1.09501E-05;47856.69103;0.1323;0.2406;0;0.00000027
2.9;7.39682E-05;3.41899E-05;6.62396E-06;62165.71331;0.1309;0.2795;0;0.00000227
3.1;7.12021E-05;3.16248E-05;5.64998E-06;68920.42661;0.1253;0.3074;0;0.00000454
3.4;7.37912E-05;3.4762E-05;6.90838E-06;71179.71331;0.125;0.2693;0.0035;0.00000227
3.2;7.30933E-05;3.48698E-05;6.40576E-06;71230.94844;0.1202;0.2684;0.017;0.00000135
4.4;6.84363E-05;3.32543E-05;4.67989E-06;71684.94844;0.1076;0.198;0.0368;0.00000135
5;6.52948E-05;3.07711E-05;3.31299E-06;71764.66175;0.1036;0.1657;0.0562;0.00000362
5.6;6.35751E-05;2.87252E-05;3.15992E-06;71105.42661;0.0988;0.129;0.0689;0.00000454
4.4;6.75363E-05;3.15497E-05;4.93441E-06;70583.71331;0.0976;0.1067;0.0768;0.00000227
4.1;6.81974E-05;3.18894E-05;5.33693E-06;69215.94844;0.093;0.1136;0.0634;0.00000135
4.2;6.78751E-05;3.15653E-05;5.28617E-06;68667.94844;0.0906;0.1045;0.0351;0.00000135
4.2;6.38307E-05;2.73763E-05;3.61662E-06;68414.66175;0.0913;0.1025;0.0069;0.00000362
4.1;6.23669E-05;2.58661E-05;3.02328E-06;70999.80905;0.0926;0.0952;0;0.000005
4;6.21919E-05;2.56394E-05;2.93677E-06;71382.04418;0.0909;0.0854;0;0.00000408
4.3;6.1526E-05;2.51641E-05;2.8198E-06;70018.66175;0.0906;0.0859;0;0.00000362
4.7;6.41875E-05;2.8101E-05;4.0317E-06;65853.94844;0.0825;0.0823;0;0.00000135
4.8;6.28527E-05;2.68949E-05;3.51129E-06;62512.94844;0.0723;0.0746;0;0.00000135
4.8;2.38731E-05;0;0;54480.15622;0.0641;0.0407;0;0.00000135
5;3.22167E-05;5.03124E-06;0;50608.99747;0.0576;0.0429;0;0.00000027
5.2;2.75773E-05;1.82566E-06;0;47785.99747;0.0532;0.0478;0;0.00000027
6.3;3.09045E-05;4.54239E-06;0;45653.99747;0.0455;0.0498;0;0.00000027
6.4;3.11331E-05;4.9958E-06;0;44479.99747;0.04;0.0468;0;0.00000027
6.3;3.19306E-05;5.86182E-06;0;44487.99747;0.0363;0.0416;0;0.00000027
6.3;3.22121E-05;6.24236E-06;0;45453.99747;0.0315;0.0418;0;0.00000027
6.3;7.13188E-05;3.55539E-05;9.59385E-06;48531.99747;0.0303;0.0496;0;0.00000027
6.5;6.33632E-05;2.9186E-05;5.27918E-06;61657.71331;0.0293;0.0729;0;0.00000227
6.6;6.06838E-05;2.67015E-05;4.34372E-06;68338.42661;0.0305;0.0942;0;0.00000454
6.3;6.41829E-05;3.04304E-05;5.74646E-06;69856.71331;0.0288;0.1337;0.003;0.00000227
6.9;6.22812E-05;2.9435E-05;5.2192E-06;69791.94844;0.0271;0.1641;0.0184;0.00000135
7.3;6.11601E-05;2.88661E-05;4.97776E-06;70790.94844;0.0235;0.1946;0.0436;0.00000135
7.6;5.86079E-05;2.65738E-05;3.69675E-06;71056.66175;0.02;0.2676;0.0748;0.00000362
7.5;5.71235E-05;2.53935E-05;3.0732E-06;70426.42661;0.0182;0.256;0.1012;0.00000454
7.4;5.91643E-05;2.72647E-05;4.41301E-06;69971.71331;0.0195;0.2668;0.1086;0.00000227
7.2;5.94539E-05;2.75006E-05;4.69313E-06;69123.94844;0.018;0.2466;0.087;0.00000135
7.9;5.79279E-05;2.63913E-05;4.46603E-06;68562.94844;0.0159;0.2254;0.0489;0.00000135
8.9;5.21531E-05;2.12932E-05;2.56576E-06;68015.66175;0.0173;0.2191;0.0095;0.00000362
9.4;4.94508E-05;1.90993E-05;1.82762E-06;70850.80905;0.0218;0.239;0.0001;0.000005
9.2;4.93016E-05;1.90537E-05;1.7994E-06;71462.04418;0.029;0.2889;0;0.00000408
9;4.92057E-05;1.90278E-05;1.77722E-06;70378.66175;0.0376;0.2929;0;0.00000362
8.7;5.28583E-05;2.26489E-05;3.13447E-06;66621.94844;0.0429;0.3282;0;0.00000135
8.4;5.19599E-05;2.16982E-05;2.64991E-06;63281.94844;0.046;0.3231;0;0.00000135
7.8;1.38869E-05;0;0;56307.60266;0.0452;0.3486;0;0.00000135
7.6;2.29136E-05;8.36183E-07;0;52821.44391;0.0464;0.4007;0;0.00000027
7.5;1.86793E-05;0;0;49972.44391;0.0487;0.411;0;0.00000027
7.5;2.40149E-05;1.83495E-06;0;48168.44391;0.0516;0.4016;0;0.00000027
7.2;2.52929E-05;2.9003E-06;0;46651.44391;0.0515;0.3982;0;0.00000027
7.1;2.60996E-05;3.57877E-06;0;46450.44391;0.0551;0.386;0;0.00000027
6.9;2.70353E-05;4.32623E-06;0;47217.44391;0.0592;0.3943;0;0.00000027
6.9;6.63721E-05;3.37038E-05;9.29136E-06;49921.44391;0.065;0.4049;0;0.00000027
6.4;5.99108E-05;2.82353E-05;5.18149E-06;62068.71331;0.0703;0.4312;0;0.00000227
4.9;6.04154E-05;2.772E-05;4.69966E-06;68771.42661;0.0833;0.4654;0;0.00000454
4;6.53769E-05;3.21834E-05;6.2305E-06;70961.71331;0.101;0.5261;0.0086;0.00000227
4.1;6.41028E-05;3.18383E-05;5.40277E-06;71301.94844;0.1102;0.5898;0.0537;0.00000135
6.4;5.61532E-05;2.91034E-05;2.39898E-06;71378.94844;0.1097;0.6021;0.1124;0.00000135
8.5;5.20027E-05;2.52824E-05;1.44528E-06;71115.66175;0.0983;0.6309;0.1596;0.00000362
8.7;4.94653E-05;2.37564E-05;4.88544E-07;69809.42661;0.0901;0.6444;0.1782;0.00000454
8.3;5.25511E-05;2.57368E-05;2.34615E-06;68108.71331;0.0911;0.6757;0.1722;0.00000227
8.6;5.27359E-05;2.52481E-05;3.00505E-06;66709.94844;0.101;0.6974;0.1355;0.00000135
8.5;5.31134E-05;2.50049E-05;3.30525E-06;65760.94844;0.1294;0.7226;0.0693;0.00000135
8.4;4.92806E-05;2.09322E-05;1.70474E-06;65221.66175;0.183;0.7519;0.0115;0.00000362
8;4.8299E-05;1.9721E-05;1.19261E-06;69045.80905;0.252;0.7822;0.0002;0.000005
7.6;4.88387E-05;1.99719E-05;1.24482E-06;69779.04418;0.3055;0.807;0;0.00000408
7.4;4.91033E-05;2.00326E-05;1.25764E-06;67711.66175;0.3225;0.8163;0;0.00000362
6.9;5.33935E-05;2.39276E-05;2.68811E-06;63712.94844;0.3316;0.8001;0;0.00000135
6;5.4336E-05;2.41606E-05;2.53232E-06;60582.94844;0.3208;0.7872;0;0.00000135
5.7;1.59071E-05;0;0;54310.03489;0.307;0.7328;0;0.00000135
6.1;2.46099E-05;2.51889E-06;0;51483.87613;0.2918;0.6886;0;0.00000027
4.9;2.21373E-05;4.74333E-07;0;48419.87613;0.2732;0.5632;0;0.00000027
5.2;2.73327E-05;4.2285E-06;0;45840.87613;0.2546;0.4469;0;0.00000027
5.6;2.75863E-05;4.49708E-06;0;43453.87613;0.2314;0.4222;0;0.00000027
5.4;2.88275E-05;5.43862E-06;0;42467.87613;0.2252;0.4322;0;0.00000027
5.9;2.86676E-05;5.39278E-06;0;42029.87613;0.2206;0.4558;0;0.00000027
6.1;6.77152E-05;3.45735E-05;8.8441E-06;41344.87613;0.2226;0.6156;0;0.00000027
6;6.04718E-05;2.85714E-05;4.59179E-06;46508.71331;0.2346;0.6985;0;0.00000227
6.1;5.83878E-05;2.64627E-05;3.79738E-06;49842.42661;0.2455;0.6964;0;0.00000454
5.7;6.2006E-05;3.04004E-05;5.04749E-06;53994.71331;0.2542;0.7184;0.0013;0.00000227
6.2;5.99238E-05;2.95409E-05;4.22506E-06;57443.94844;0.2736;0.6394;0.0102;0.00000135
